,Mean,STD,MEDIAN,EEG_RANGE
0,0.05397111676877389,0.4763200420787875,0.12849636314617785,"[-0.90055285 -0.70542    -0.41548052 -0.05642455  0.0778146   0.10237221
  0.15462052  0.30185908  0.3387504   0.54352909  0.56180846  0.64477695]"
